label,sheet,file,title,tag,date,license,page
F-011,f-sheet-02.jpg,fiction/fiction_amazing-mystery-funnies-19-page-9-jpg.jpg,Amazing Mystery Funnies 19 page 9.jpg,fiction,1940-04-04,Public domain,https://commons.wikimedia.org/wiki/File:Amazing_Mystery_Funnies_19_page_9.jpg
F-012,f-sheet-02.jpg,fiction/fiction_amazing-stories-196311-jpg.jpg,fiction_amazing-stories-196311-jpg,,,Wikimedia Commons — free licence; confirm on the file page,https://commons.wikimedia.org/wiki/Special:Search?search=fiction_amazing%20stories%20196311%20jpg
F-013,f-sheet-02.jpg,fiction/fiction_around-the-moon-151483812-jpg.jpg,Around the Moon (151483812).jpg,fiction,1872,Public domain,https://commons.wikimedia.org/wiki/File:Around_the_Moon_(151483812).jpg
F-014,f-sheet-02.jpg,fiction/fiction_astromenace-cheat-png.png,AstroMenace cheat.png,fiction,2014-08-24 19:32:46,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:AstroMenace_cheat.png
F-015,f-sheet-02.jpg,fiction/fiction_astromenace-gameplay-jpg.jpg,Astromenace Gameplay.jpg,fiction,2019-03-20 22:54:23,GPL,https://commons.wikimedia.org/wiki/File:Astromenace_Gameplay.jpg
F-016,f-sheet-02.jpg,fiction/fiction_astromenace-title-screen-jpg.jpg,Astromenace Title Screen.jpg,fiction,2019-03-20 22:52:53,GPL,https://commons.wikimedia.org/wiki/File:Astromenace_Title_Screen.jpg
F-017,f-sheet-02.jpg,fiction/fiction_astromenace3-jpg.jpg,Astromenace3.jpg,fiction,2017-05-28,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Astromenace3.jpg
F-018,f-sheet-02.jpg,fiction/fiction_bc-303-promethee-jpg.jpg,BC-303 Promethee.JPG,fiction,2009-07-25,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:BC-303_Promethee.JPG
F-019,f-sheet-03.jpg,fiction/fiction_eve-combat-png.png,EVE Combat.png,fiction,2007-09-22,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:EVE_Combat.png
F-020,f-sheet-03.jpg,fiction/fiction_eve-online-empyrean-age-screenshot-jpg.jpg,Eve Online - Empyrean Age screenshot.jpg,fiction,2008-07-04,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Eve_Online_-_Empyrean_Age_screenshot.jpg
F-021,f-sheet-03.jpg,fiction/fiction_eve-online-gallente-frigate-jpg.jpg,EVE Online - Gallente Frigate.jpg,fiction,,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:EVE_Online_-_Gallente_Frigate.jpg
F-022,f-sheet-03.jpg,fiction/fiction_famousfunniesno214-jpg.jpg,FamousFunniesNo214.jpg,fiction,1954-11,Public domain,https://commons.wikimedia.org/wiki/File:FamousFunniesNo214.jpg
F-023,f-sheet-03.jpg,fiction/fiction_flotilla-combat-blendo-games-jpg.jpg,Flotilla - combat (Blendo Games).jpg,fiction,2011-08-05 19:34:46,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Flotilla_-_combat_(Blendo_Games).jpg
F-024,f-sheet-03.jpg,fiction/film_discovery-one-model-8648661837-jpg.jpg,Discovery One model (8648661837).jpg,film,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Discovery_One_model_(8648661837).jpg
F-025,f-sheet-03.jpg,fiction/film_discovery-one-model-8648661837-vergr-sserung-jpg.jpg,Discovery One model (8648661837) - Vergrösserung.jpg,film,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Discovery_One_model_(8648661837)_-_Vergr%C3%B6sserung.jpg
F-026,f-sheet-03.jpg,fiction/film_discovery-one-model-from-2001-a-space-odyssey-montag.jpg,Discovery One model from 2001 - A Space Odyssey - montage on black background.jpg,film,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Discovery_One_model_from_2001_-_A_Space_Odyssey_-_montage_on_black_background.jpg
F-027,f-sheet-03.jpg,fiction/film_gb1508-5714-most-distant-x-ray-jet-yet-discovered-pr.jpg,GB1508+5714- Most Distant X-Ray Jet Yet Discovered Provides Clues To Big Bang (2003-gb1508 - gb1508 xray illustration).tiff,film,,Public domain,https://commons.wikimedia.org/wiki/File:GB1508%2B5714-_Most_Distant_X-Ray_Jet_Yet_Discovered_Provides_Clues_To_Big_Bang_(2003-gb1508_-_gb1508_xray_illustration).tiff
F-028,f-sheet-04.jpg,fiction/film_mtbvac-development-25-years-png.jpg,MTBVAC development 25 years.png,film,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:MTBVAC_development_25_years.png
F-029,f-sheet-04.jpg,fiction/film_new-ev-2018-owned-by-greg-nicotero-png.jpg,"NEW EV 2018, owned by greg nicotero.png",film,,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:NEW_EV_2018,_owned_by_greg_nicotero.png"
F-030,f-sheet-04.jpg,fiction/film_spaceship-discovery-one-film-prop-from-2001-a-space-.jpg,Spaceship Discovery One - film prop from '2001 - A Space Odyssey' - LACMA exhibition.jpg,film,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Spaceship_Discovery_One_-_film_prop_from_%272001_-_A_Space_Odyssey%27_-_LACMA_exhibition.jpg
F-031,f-sheet-04.jpg,fiction/film_stanley-kubrick-exhibit-007-8766825893-jpg.jpg,Stanley Kubrick Exhibit 007 (8766825893).jpg,film,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Stanley_Kubrick_Exhibit_007_(8766825893).jpg
F-032,f-sheet-04.jpg,fiction/render_a-performance-inside-starship-jpg.jpg,A performance inside Starship.jpg,render,,CC0,https://commons.wikimedia.org/wiki/File:A_performance_inside_Starship.jpg
F-033,f-sheet-04.jpg,fiction/space-art_cosmic-dust-bin-interstellar-trance-music-video-webm.jpg,Cosmic Dust Bin - Interstellar (Trance Music Video).webm,space-art,2024-05-27,CC BY 3.0,https://commons.wikimedia.org/wiki/File:Cosmic_Dust_Bin_-_Interstellar_(Trance_Music_Video).webm
F-034,f-sheet-04.jpg,fiction/startrek_leonard-nimoy-william-shatner-star-trek-1968-jpg.jpg,Leonard Nimoy William Shatner Star Trek 1968.JPG,startrek,,Public domain,https://commons.wikimedia.org/wiki/File:Leonard_Nimoy_William_Shatner_Star_Trek_1968.JPG
F-035,f-sheet-04.jpg,fiction/starwars_albatross-ncc-1996-theta-jpg.jpg,ALBATROSS NCC-1996-Theta.jpg,starwars,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:ALBATROSS_NCC-1996-Theta.jpg
F-036,f-sheet-04.jpg,fiction/starwars_star-destroyer-cat-lol-jpg.jpg,Star Destroyer Cat LOL.JPG,starwars,,Public domain,https://commons.wikimedia.org/wiki/File:Star_Destroyer_Cat_LOL.JPG
F-037,f-sheet-05.jpg,fiction/toy_epic-ness-14994732721-jpg.jpg,Epic-ness... (14994732721).jpg,toy,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Epic-ness..._(14994732721).jpg
F-038,f-sheet-05.jpg,fiction/toy_litho-tin-toy-monorail-rocket-ship-linemar-rocket-ex.jpg,"Litho tin toy MONORAIL ROCKET-SHIP - LINEMAR, Rocket Express pic6.JPG",toy,,CC0,"https://commons.wikimedia.org/wiki/File:Litho_tin_toy_MONORAIL_ROCKET-SHIP_-_LINEMAR,_Rocket_Express_pic6.JPG"
F-039,f-sheet-05.jpg,fiction/tv_allison-scagliotti-comic-con-2010-cropped-jpg.jpg,Allison Scagliotti - Comic-Con 2010 (cropped).jpg,tv,,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Allison_Scagliotti_-_Comic-Con_2010_(cropped).jpg
F-040,f-sheet-05.jpg,fiction/tv_babylonian-model-of-chariot-walters-481965-jpg.jpg,Babylonian - Model of Chariot - Walters 481965.jpg,tv,,Public domain,https://commons.wikimedia.org/wiki/File:Babylonian_-_Model_of_Chariot_-_Walters_481965.jpg
F-041,f-sheet-05.jpg,fiction/tv_berlin-mitte-kino-babylon-3-jpg.jpg,"Berlin-Mitte, Kino Babylon (3).jpg",tv,,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Berlin-Mitte,_Kino_Babylon_(3).jpg"
F-042,f-sheet-05.jpg,fiction/tv_dalek-vorlon-8733132-jpg.jpg,Dalek & Vorlon (8733132).jpg,tv,,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Dalek_%26_Vorlon_(8733132).jpg
F-043,f-sheet-05.jpg,fiction/tv_deric-hughes-and-allison-scagliotti-comic-con-2010-j.jpg,Deric Hughes and Allison Scagliotti - Comic-Con 2010.jpg,tv,,CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Deric_Hughes_and_Allison_Scagliotti_-_Comic-Con_2010.jpg
F-044,f-sheet-05.jpg,fiction/tv_ekkehard-woelk-trio-quartett-asv2023-08-img2-jpg.jpg,Ekkehard Woelk Trio Quartett asv2023-08 img2.jpg,tv,,FAL,https://commons.wikimedia.org/wiki/File:Ekkehard_Woelk_Trio_Quartett_asv2023-08_img2.jpg
F-045,f-sheet-05.jpg,fiction/tv_ekkehard-woelk-trio-quartett-asv2023-08-img3-jpg.jpg,Ekkehard Woelk Trio Quartett asv2023-08 img3.jpg,tv,,FAL,https://commons.wikimedia.org/wiki/File:Ekkehard_Woelk_Trio_Quartett_asv2023-08_img3.jpg
F-046,f-sheet-06.jpg,fiction/tv_france-lorraine-13th-century-miniature-from-a-manusc.jpg,"France, Lorraine, 13th century - Miniature from a Manuscript of the Apocalypse- The Fall of Babylon - 1983.73.1.b - Cleveland Museum of Art.jpg",tv,,CC0,"https://commons.wikimedia.org/wiki/File:France,_Lorraine,_13th_century_-_Miniature_from_a_Manuscript_of_the_Apocalypse-_The_Fall_of_Babylon_-_1983.73.1.b_-_Cleveland_Museum_of_Art.jpg"
F-047,f-sheet-06.jpg,fiction/tv_grace-park-battlestar-galactica-orchestra-concert-01.jpg,Grace Park @ Battlestar Galactica Orchestra concert 01.jpg,tv,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Grace_Park_@_Battlestar_Galactica_Orchestra_concert_01.jpg
F-048,f-sheet-06.jpg,fiction/tv_grace-park-battlestar-galactica-orchestra-concert-02.jpg,Grace Park @ Battlestar Galactica Orchestra concert 02.jpg,tv,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Grace_Park_@_Battlestar_Galactica_Orchestra_concert_02.jpg
F-049,f-sheet-06.jpg,fiction/tv_p1050287-3642650445-jpg.jpg,P1050287 (3642650445).jpg,tv,,CC BY 2.0,https://commons.wikimedia.org/wiki/File:P1050287_(3642650445).jpg
F-050,f-sheet-06.jpg,fiction/tv_stargate-and-tesla-jpg.jpg,Stargate and Tesla.jpg,tv,,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Stargate_and_Tesla.jpg
